class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season
e;5.19;o;l;n;f;f;f;f;6.05;39.47;;;n;;;f;f;g;d;u
e;20.86;p;w;n;f;p;;w;15.61;72.7;;;n;;;f;f;;d;u
p;3.17;s;d;w;f;d;d;p;3.34;2.54;;h;w;;;f;f;;g;a
e;4.41;x;;y;f;a;c;o;4.31;10.01;;;w;;;f;f;;d;u
p;5.82;s;;n;t;d;c;b;5.92;5.65;;;e;;;f;f;;d;u
e;2.32;s;y;n;f;d;d;p;6.61;3.68;;i;n;;;f;f;;h;u
e;4.81;x;s;n;f;x;c;w;6.25;8.49;;s;n;;;f;f;;l;w
p;3.77;b;t;n;f;x;c;p;5.26;4.74;;i;n;;;f;f;;g;u
e;5.52;x;h;y;t;x;c;y;6.78;13.87;;;w;;;f;f;;d;u
p;10.21;x;e;y;t;p;;o;7.58;25.76;;;u;;;f;f;;d;a
e;6.66;x;h;y;f;p;;y;7.59;13.84;;;y;;y;t;;;d;a
p;6.14;f;y;e;f;s;c;y;5.97;17.49;;y;u;;;f;f;;d;a
e;3.52;x;h;p;f;a;c;o;4.75;6.36;;;e;;;f;f;;m;w
e;2.62;x;;b;f;;d;w;5.92;3.97;;;w;;;f;f;;d;w
e;50.76;o;y;y;f;p;;y;6.47;33.39;;k;k;;;f;f;;d;s
p;1.1;f;;w;f;a;c;w;2.04;3.26;;i;u;;;f;f;;p;u
e;9.46;x;h;n;f;p;d;y;7.82;13.59;;s;n;;;f;f;;h;a
e;7.47;x;t;y;t;x;c;y;8.21;17.44;;;w;;;f;f;;d;a
p;5.53;s;d;o;f;d;c;y;3.6;6.83;;;y;;;f;f;;d;a
p;1.0;x;g;w;f;a;d;w;3.69;1.54;;;e;;;f;f;;l;a
e;1.13;c;g;n;f;a;;g;5.12;1.45;;;g;;;f;f;;l;a
e;3.37;x;h;n;f;;c;n;5.59;6.3;;s;w;;w;f;f;k;d;a
e;9.48;s;;g;f;s;c;g;6.99;20.15;b;;u;;;f;f;;g;a
p;10.29;x;;w;f;x;c;w;10.85;12.67;r;i;w;;;f;f;;h;u
p;6.56;x;t;n;f;x;c;y;5.81;16.49;;;y;;;f;f;;d;a
p;1.59;x;;n;f;;;k;4.9;2.51;;s;n;;;f;f;k;g;u
p;8.03;p;y;n;f;;;k;15.66;17.69;;;w;;;f;f;;d;a
p;1.48;x;g;y;f;d;d;n;1.49;2.4;;s;n;;;f;f;;d;u
p;8.23;f;y;u;f;s;c;y;6.55;15.94;;y;y;;;f;f;;d;a
p;2.86;s;d;w;f;d;d;w;3.45;2.46;;h;w;;;f;f;;g;u
e;7.61;f;y;n;f;e;c;n;4.68;12.25;;;w;;;t;r;;w;a
e;5.24;f;h;n;f;a;d;w;8.01;6.96;;k;o;;;f;f;;d;s
p;1.36;o;k;n;f;;;n;4.06;1.46;;;n;;;f;f;;d;a
p;6.31;f;;y;f;s;d;y;6.53;16.06;;i;y;;;f;f;;d;a
e;6.08;x;;n;t;p;;g;11.25;23.03;;y;w;;;f;f;;d;u
e;26.04;x;w;n;f;p;;w;20.18;83.58;;;n;;;f;f;;d;a
e;7.36;s;d;o;f;d;d;b;6.78;13.53;;;w;;;f;f;;m;w
e;4.0;x;t;o;f;p;;n;4.81;9.85;;;e;;;f;f;;d;a
e;4.14;f;h;n;f;a;d;y;7.25;4.93;;s;n;;;f;f;;d;a
e;10.62;f;;b;f;d;c;y;2.68;15.69;;;w;;;f;f;;d;a
e;10.03;s;;g;f;s;c;g;8.8;24.06;b;;u;;;f;f;;d;w
e;3.71;b;g;w;f;x;d;w;4.64;2.73;;;y;;;f;f;;g;u
p;6.75;f;d;n;f;a;c;n;5.42;6.53;;i;y;;;t;;;d;a
p;8.41;f;y;u;f;s;c;y;6.97;18.34;;y;e;;;f;f;;d;a
e;6.52;x;s;k;f;a;c;w;4.53;15.71;;;w;;;f;f;;d;a
p;3.23;o;l;g;f;f;f;f;0.0;0.0;f;f;f;;;f;f;;d;a
e;6.41;f;s;n;f;x;c;w;8.0;10.86;;s;n;;;f;f;;l;a
p;1.23;b;t;n;f;;c;k;4.0;2.68;;;n;;;t;f;;g;u
e;3.45;x;d;n;f;p;;y;4.09;10.1;;;n;;;f;f;;d;a
e;9.87;x;s;n;f;e;c;w;7.72;10.53;;i;w;;;f;f;p;d;s
e;18.54;x;d;o;f;p;;w;14.81;34.75;s;y;w;;;f;f;;d;a
p;3.19;x;h;n;f;a;c;n;4.82;6.16;;y;n;;;t;z;;d;a
e;4.26;s;l;w;f;d;;p;3.3;8.5;;;w;;;f;f;;g;u
p;3.09;f;w;o;t;d;c;y;4.03;6.25;;;n;;;f;f;;d;u
e;3.0;b;y;n;f;;c;n;5.99;2.47;;;w;;;f;f;;d;u
e;7.17;s;;y;f;a;c;w;6.36;16.05;;;g;;;f;f;;d;u
e;9.61;x;e;l;f;x;c;w;7.64;19.67;;;w;;;f;f;;d;a
p;9.05;x;;u;t;x;;u;10.08;22.8;s;;g;;u;f;f;;d;a
p;20.88;f;k;w;t;d;d;n;8.18;35.9;;;w;;;f;f;;d;w
e;8.45;x;t;y;f;p;;y;8.76;16.24;;;y;;y;t;;;d;a
e;6.86;f;h;k;f;s;d;w;5.57;10.39;;s;g;;;f;f;;d;u
e;4.92;x;;n;f;x;c;w;8.4;9.38;b;;w;;w;t;;;g;s
e;1.35;x;s;y;f;a;;w;6.32;2.01;;t;y;;;f;f;;g;a
p;2.72;o;l;g;f;f;f;f;0.0;0.0;f;f;f;;;f;f;;d;a
e;8.53;f;s;w;f;e;c;p;17.04;12.15;;s;w;;;t;e;;g;s
p;2.68;p;t;n;f;a;c;n;8.95;2.92;;t;y;;;t;e;;m;u
e;4.82;x;h;y;f;p;;y;5.65;14.37;;;y;;y;t;;;d;u
p;4.04;f;l;n;f;x;d;y;6.34;5.03;;;n;;;f;f;;d;a
p;5.64;f;k;n;f;p;;n;4.1;6.34;;k;n;;;t;f;;d;u
e;5.21;p;;g;f;f;f;f;5.57;19.06;;;n;;;f;f;;d;s
p;6.89;o;k;n;f;;c;y;1.29;13.37;;;n;;;f;f;;d;a
p;3.6;f;y;p;f;e;c;n;4.47;3.38;;k;w;;;t;e;;d;a
p;2.04;p;t;n;f;a;c;n;5.63;2.38;;t;y;;;t;e;;m;u
e;2.41;s;y;n;f;a;d;p;6.84;3.36;;i;n;;;f;f;;h;u
p;1.18;x;k;n;f;;;n;3.51;1.39;;;n;;;f;f;;d;u
e;7.34;s;;g;f;s;c;g;7.04;19.69;b;;u;;;f;f;;d;a
p;2.38;p;t;n;f;a;c;n;8.13;2.59;;t;y;;;t;e;;m;a
p;20.8;s;k;w;t;d;d;w;6.86;29.89;;;w;;;f;f;;d;u
e;17.47;p;d;o;f;p;;n;14.99;32.88;s;y;w;;;f;f;;d;a
p;9.73;x;h;r;f;;c;w;11.07;17.7;;;w;u;w;t;p;;d;a
p;5.12;b;t;l;f;s;c;g;6.58;7.93;;y;l;;;t;e;k;g;a
p;7.72;f;;y;f;x;c;y;7.08;12.69;;;w;;;f;f;;d;u
e;5.4;x;h;n;f;x;c;n;6.01;6.66;;y;n;;;t;r;;d;u
e;4.99;s;;n;f;s;c;p;5.0;16.96;b;;u;;;f;f;;d;a
p;3.15;s;w;n;t;d;c;y;3.83;6.04;;;n;;;f;f;;d;a
p;5.14;b;s;e;f;e;;k;6.38;7.28;;;y;;;f;f;;g;a
p;9.99;f;;n;f;x;c;w;9.97;11.97;r;i;w;;;f;f;;d;u
e;10.0;f;s;r;f;x;;n;6.74;19.6;;;p;;;f;f;;d;u
e;1.6;c;g;n;f;a;;w;5.1;1.64;;;g;;;f;f;;l;a
p;11.53;x;t;n;f;a;d;w;13.42;34.75;;;w;;;f;f;;d;a
p;1.74;x;;n;f;;;n;5.53;3.03;;s;n;;;f;f;k;g;u
p;14.17;x;e;n;t;p;;y;7.86;29.75;c;;y;;;f;f;;d;u
e;1.41;f;w;g;f;;d;g;4.63;2.47;;;w;;;f;f;;d;a
e;19.62;x;d;n;f;p;;n;14.49;33.71;s;y;w;;;f;f;;d;a
e;4.15;x;;y;f;a;c;o;4.79;8.9;;;w;;;f;f;;d;u
e;11.99;f;e;b;f;;c;b;5.03;19.84;;;w;;;t;f;;d;a
p;7.99;x;;n;f;p;;w;9.1;26.17;c;;n;;;f;f;p;d;u
p;9.73;s;t;p;t;d;c;p;8.02;12.85;;;p;;;t;f;;d;u
p;3.24;o;l;g;f;f;f;f;0.0;0.0;f;f;f;;;f;f;;d;w
p;8.91;x;y;w;t;;;g;9.24;16.25;s;;w;;;t;l;;g;u
p;12.92;s;t;k;t;d;c;n;4.6;24.89;;;r;;;f;f;;d;u
p;4.46;s;;e;t;d;c;p;5.96;5.3;;;e;;;f;f;;d;u
e;12.78;x;s;w;t;e;;g;11.62;18.97;s;;w;;;t;r;;m;u
p;8.47;x;y;y;f;a;c;y;10.55;11.56;;y;y;;;t;;;d;a
p;8.49;x;;n;f;p;;w;9.7;28.4;c;;n;;;f;f;p;d;u
e;15.47;x;e;n;t;e;;w;10.07;17.75;;;w;;;t;;;g;a
p;2.99;x;i;e;f;;;e;4.96;5.96;;;e;;;f;f;n;d;a
e;5.45;x;d;n;t;p;;y;6.96;15.12;;;y;;;f;f;;d;a
p;15.08;x;t;k;t;d;c;w;4.62;23.8;;;n;;;f;f;;g;u
e;3.96;x;t;n;f;d;;o;5.96;7.12;;t;w;;;f;f;;d;w
e;5.03;x;s;w;f;e;c;p;4.16;10.56;;;w;;w;t;e;;g;u
p;3.06;x;y;n;f;a;;w;4.85;3.21;;y;n;;;t;r;;d;u
p;8.73;x;;u;t;x;;u;10.63;20.34;s;;u;;u;f;f;;d;a
e;8.06;f;;p;f;x;c;w;6.76;19.65;;s;w;;;f;f;;d;u
p;9.95;s;t;r;t;d;c;n;5.28;11.5;;;n;;;f;f;;h;u
e;7.41;p;;g;f;a;;w;6.73;13.74;;;g;;;f;f;;d;u
p;1.61;b;h;n;f;a;;n;4.66;1.67;;t;n;;;f;f;;d;a
p;6.69;f;;y;f;x;c;y;6.8;12.1;;;w;;;f;f;;d;u
p;2.95;o;s;y;f;f;f;f;0.0;0.0;f;f;f;;;t;f;;d;w
e;5.38;x;t;o;f;p;;n;6.57;12.25;;;e;;;f;f;;d;u
p;10.54;x;t;n;f;a;d;w;9.77;28.12;;;w;;;f;f;;d;u
e;3.91;o;l;n;f;f;f;f;6.45;47.66;;;n;;;f;f;g;d;a
p;5.2;x;s;r;t;s;d;r;5.71;17.52;r;i;w;;;f;f;;d;u
e;7.08;f;;p;f;x;c;w;5.52;13.31;;s;w;;;f;f;;d;u
e;4.74;o;;g;f;f;f;f;5.02;19.66;;;n;;;f;f;;l;s
p;8.83;x;i;n;f;a;;n;8.2;15.36;s;;n;;n;f;f;;h;a
p;5.8;x;k;n;f;d;c;n;5.09;6.08;;i;n;;;t;;;d;u
p;2.1;c;;u;f;a;c;n;4.07;3.5;;i;w;;;f;f;;d;u
e;4.39;s;l;n;f;f;f;f;7.43;67.74;;;n;;;f;f;g;d;u
e;2.72;b;y;n;f;;c;k;6.01;2.83;;;w;;;f;f;;d;u
p;1.56;b;h;n;f;a;;n;5.06;1.61;;t;n;;;f;f;;g;u
e;2.67;s;y;n;f;d;d;p;5.28;3.31;;i;n;;;f;f;;l;a
p;2.01;b;h;n;f;a;;n;5.14;1.66;;t;n;;;f;f;;h;s
p;3.45;f;w;u;f;a;c;g;6.67;6.38;;s;u;;;f;f;;d;u
e;6.9;x;s;n;f;x;c;w;7.25;9.75;;s;n;;;f;f;;l;a
p;2.2;x;h;r;f;s;c;g;5.11;7.11;;y;n;;;t;e;k;m;u
e;11.12;x;e;y;f;x;c;w;8.95;26.48;;;w;;;f;f;;d;a
e;1.31;x;t;n;f;d;;w;6.75;2.33;;t;y;;;f;f;;g;u
p;5.57;s;;n;t;d;c;b;6.2;5.39;;;n;;;f;f;;d;u
p;1.54;b;h;n;f;a;;n;4.58;1.71;;t;n;;;f;f;;h;s
p;5.62;s;;e;t;d;c;p;5.36;5.76;;;e;;;f;f;;d;u
e;1.63;x;g;n;f;d;;w;4.96;2.07;;t;y;;;f;f;;g;a
p;2.84;b;w;r;f;a;;y;4.6;5.04;;t;y;;;f;f;;d;u
p;6.71;x;d;n;f;a;c;y;5.6;6.83;;i;n;;;t;;;d;a
e;15.37;f;;b;f;d;c;y;2.63;17.09;;;w;;;f;f;;d;a
p;7.18;s;;e;t;d;c;p;6.77;6.39;;;e;;;f;f;;d;u
e;7.05;s;l;w;f;d;;w;3.55;9.11;;;w;;;f;f;;d;u
p;3.61;x;k;w;f;s;;p;4.03;2.89;;;n;;;f;f;p;g;u
p;1.33;x;k;n;f;;;n;5.01;1.71;;;n;;;f;f;;d;a
p;10.6;x;;n;f;x;c;w;11.05;13.21;r;i;w;;;f;f;;d;u
p;17.38;x;h;n;t;p;;y;10.08;36.18;c;;y;;;f;f;;d;a
p;10.58;x;h;r;f;;c;w;11.43;15.42;;;w;u;w;t;p;;d;u
p;6.5;s;d;n;t;d;c;w;6.51;8.1;;;e;;;f;f;;d;a
p;8.9;o;t;o;f;;c;y;1.41;14.55;;;n;;;f;f;;d;w
p;12.3;x;s;n;t;p;;o;7.89;30.91;c;;y;;;f;f;;d;u
p;3.36;o;l;g;f;f;f;f;0.0;0.0;f;f;f;;;f;f;;d;a
e;5.98;x;h;y;t;x;c;y;8.32;15.41;;;w;;;f;f;;d;a
p;2.58;x;g;e;f;a;;p;7.39;2.69;;;w;;;f;f;;d;u
p;1.88;c;t;y;f;;;y;7.54;3.33;;;y;;;f;f;;g;u
p;9.65;f;y;e;f;s;c;y;8.69;23.18;;y;e;;;f;f;;d;a
e;4.33;x;;y;f;a;c;y;3.82;10.67;;;w;;;f;f;;d;u
p;2.67;f;s;g;f;d;c;w;2.39;5.49;;;w;;;f;f;;g;a
p;9.48;p;y;n;f;;;k;19.4;19.42;;;w;;;f;f;;d;a
p;9.01;s;d;n;f;d;c;y;5.28;26.84;;k;n;;;f;f;;d;a
e;6.57;f;;p;f;x;c;w;5.56;16.34;;s;w;;;f;f;;d;a
p;1.47;o;k;n;f;;;n;3.18;1.45;;;n;;;f;f;;d;a
p;1.97;b;;n;f;a;;g;4.34;1.74;;s;n;;;f;f;;d;a
p;1.77;x;i;l;f;a;;w;3.85;2.48;;;w;;;f;f;p;g;u
p;0.83;x;;o;f;d;;o;4.85;1.13;;;o;;;f;f;w;g;a
p;7.08;x;y;w;t;;;w;7.57;13.98;s;;w;;;t;l;;g;a
p;3.39;x;i;e;f;;;e;4.41;4.26;;;e;;;f;f;n;d;a
e;4.48;f;y;n;f;s;;g;4.75;8.39;;;w;;;f;f;;d;u
e;10.11;x;t;n;t;p;;n;9.53;19.41;;;n;;w;t;p;;d;u
e;12.1;s;e;n;f;d;c;w;8.19;26.88;s;;w;;;f;f;;l;a
p;4.16;b;h;l;f;s;c;n;5.86;7.35;;y;n;;;t;e;u;m;a
p;3.57;b;t;r;f;s;c;u;5.83;7.52;;y;l;;;t;e;k;g;a
e;8.6;x;h;y;f;p;;y;7.27;15.03;;;y;;y;t;;;d;a
e;7.54;f;h;o;f;s;;n;9.15;12.55;;i;o;;;f;f;;d;a
e;4.0;x;t;n;f;d;;o;5.91;7.3;;t;w;;;f;f;;d;w
e;10.03;f;e;b;f;;c;b;4.54;18.45;;;w;;;t;f;;d;a
e;9.0;f;;w;f;d;c;w;2.59;12.69;;;w;;;f;f;;d;w
e;4.42;x;;l;f;d;;r;6.17;7.31;;;l;;;f;f;;d;u
p;18.51;x;g;o;f;p;;y;6.04;44.61;;;n;;;f;f;;d;a
e;3.42;x;h;o;f;a;c;o;5.0;6.85;;;e;;;f;f;;m;w
p;6.12;b;s;g;f;;;g;9.7;11.69;;s;w;;;t;z;;g;a
p;8.92;f;h;r;f;;c;w;10.7;12.35;;;w;u;w;t;g;;d;a
e;9.39;s;l;w;f;d;;p;3.38;8.14;;;w;;;f;f;;g;u
p;10.51;x;;g;f;e;;w;10.93;12.25;;;w;u;w;t;g;;d;a
p;1.28;f;s;y;f;f;f;f;3.8;5.57;;;y;;;f;f;;d;a
e;8.9;f;s;w;f;s;c;w;7.22;26.38;;;w;;;f;f;;m;s
e;5.75;s;l;w;f;d;;p;3.38;8.44;;;w;;;f;f;;g;u
p;8.58;o;t;y;f;;c;y;1.51;13.84;;;n;;;f;f;;d;a
p;3.87;f;d;b;f;x;c;w;4.53;2.62;b;i;n;;;f;f;;l;a
p;19.62;x;s;n;t;p;;e;9.25;36.02;c;;y;;;f;f;;d;u
p;7.25;x;y;y;f;a;c;y;9.02;10.95;;y;y;;;t;;;d;u
p;6.52;x;e;e;f;a;;y;7.47;10.31;;;n;;w;t;z;;d;a
p;4.56;x;h;o;f;a;c;y;5.92;7.25;;g;o;;;f;f;;g;u
p;5.37;f;k;n;f;p;;n;4.27;6.67;;k;n;;;t;f;;d;u
p;3.93;b;y;n;f;;c;g;7.37;4.75;s;s;w;;;f;f;;d;a
e;11.18;f;;w;f;d;c;w;2.49;14.39;;;w;;;f;f;;d;w
e;2.86;b;y;n;f;;c;n;6.93;3.02;;;w;;;f;f;;d;u
p;3.13;o;;k;f;f;f;f;3.75;14.4;;g;n;;;f;f;;d;a
e;5.75;b;h;k;f;s;d;w;5.2;10.3;;s;g;;;f;f;;d;u
e;7.8;x;h;n;t;p;;y;5.59;15.68;;;n;;w;t;p;;d;u
p;11.78;x;;n;f;e;;w;10.51;14.67;;;w;u;w;t;g;;d;u
p;3.26;x;i;e;f;;;e;3.9;5.05;;;e;;;f;f;n;d;a
e;9.25;x;s;k;f;a;c;w;4.71;14.67;;;w;;;f;f;;d;a
e;9.84;f;;w;f;d;c;w;2.34;14.99;;;w;;;f;f;;d;a
p;6.93;x;y;w;t;;;w;8.02;15.84;s;;w;;;t;l;;d;a
e;7.02;s;l;w;f;d;;p;3.39;7.94;;;w;;;f;f;;d;u
e;10.1;f;e;b;f;;c;b;4.93;19.34;;;w;;;t;f;;d;a
p;3.7;b;h;r;f;s;c;u;5.78;7.83;;y;n;;;t;e;k;d;a
e;7.86;s;;u;f;s;c;b;7.62;19.84;;;u;;;f;f;;d;w
p;1.07;b;t;n;f;;c;k;3.09;2.31;;;n;;;t;f;;m;u
e;8.1;b;h;g;f;s;d;g;5.82;11.06;;s;g;;;f;f;;d;u
p;2.74;s;w;n;t;d;c;n;4.03;7.53;;;n;;;f;f;;d;a
p;3.02;b;;g;f;a;;n;9.08;2.5;;;g;;w;f;f;k;g;u
e;8.32;o;;n;f;;;w;5.08;23.28;;;n;;;f;f;;d;u
e;17.95;f;t;w;f;a;d;y;9.06;24.73;;;w;;;f;f;w;d;a
p;1.12;x;s;y;f;f;f;f;2.66;4.58;;;y;;;f;f;;d;u
p;17.21;x;k;w;t;d;d;w;7.21;32.73;;;w;;;f;f;;d;w
e;15.94;f;e;n;f;a;c;w;9.84;25.09;s;;w;;;f;f;;l;w
p;6.62;x;i;n;f;a;c;n;7.27;7.1;;i;n;;k;t;z;k;d;u
p;7.82;f;;y;f;x;c;n;6.99;13.5;;;w;;;f;f;;d;u
p;3.4;f;y;w;f;e;c;w;4.59;3.63;;k;w;;;t;e;;d;u
e;6.25;x;h;y;t;x;c;y;6.63;14.46;;;w;;;f;f;;d;u
p;1.53;x;k;n;f;;;n;4.43;1.75;;;n;;;f;f;;d;w
e;8.4;p;;n;f;a;;w;8.25;14.84;;;g;;;f;f;;g;u
e;6.74;s;;g;f;s;c;u;7.55;19.71;;;u;;;f;f;;d;a
p;10.96;x;e;y;f;a;;o;13.21;23.2;r;;o;;;t;r;n;d;u
e;4.98;x;;n;f;x;c;n;8.05;9.32;b;;n;;w;t;;;g;u
e;4.9;x;;r;f;d;;r;5.76;6.96;;;r;;;f;f;;l;a
e;3.96;f;t;n;f;d;;o;5.94;7.54;;t;o;;;f;f;;d;w
p;2.4;s;s;w;f;d;c;w;2.6;6.1;;;w;;;f;f;;g;u
e;12.19;x;h;n;t;p;;n;9.01;18.98;;;n;;w;t;p;;d;a
p;2.3;f;t;n;f;;;y;8.31;3.1;;;y;;;f;f;;g;a
p;3.03;b;w;r;f;a;;y;5.24;5.73;;t;y;;;f;f;;d;a
p;6.93;b;y;w;f;;;p;16.99;18.08;;;w;;;f;f;;d;a
p;11.94;x;;g;f;e;;w;10.62;12.62;;;w;u;w;t;g;;d;u
e;3.71;b;g;w;f;x;d;w;4.66;3.25;;;y;;;f;f;;g;u
e;3.05;f;d;p;t;d;c;p;4.44;6.5;;;n;;;f;f;;d;u
p;18.42;x;g;e;f;p;;y;4.87;31.64;;;n;;;f;f;;d;w
e;2.57;x;h;n;f;;c;n;5.68;6.12;;s;w;;w;f;f;k;d;u
e;10.99;f;y;y;f;;;w;6.89;25.03;b;;n;;w;t;e;;d;w
p;6.58;c;i;y;f;;c;r;7.14;9.29;;;w;;;f;f;;d;a
p;4.07;x;y;y;f;a;;w;5.81;3.82;;y;n;;;t;r;;h;u
p;6.52;p;s;g;f;;;g;7.89;12.75;;s;w;;;t;z;;g;w
e;1.62;x;g;n;f;d;;w;5.8;1.69;;t;y;;;f;f;;g;a
e;10.71;x;e;y;f;x;c;w;7.57;22.37;;;w;;;f;f;;d;a
p;0.9;x;g;w;f;a;d;w;2.78;1.56;;;e;;;f;f;;l;u
e;2.66;x;;u;f;;d;w;5.34;4.13;;;w;;;f;f;;d;a
p;3.98;f;w;u;f;a;c;u;6.31;5.78;;s;u;;;f;f;;l;u
e;7.77;f;d;w;f;s;c;w;5.98;27.18;;;w;;;f;f;;m;s
e;18.07;x;d;e;f;p;;w;14.86;35.17;s;y;w;;;f;f;;d;a
e;5.24;x;s;n;f;x;c;w;7.05;10.55;;s;n;;;f;f;;l;a
e;5.42;x;y;n;f;e;c;p;5.62;9.72;;y;n;;;f;f;;d;u
e;15.08;s;t;n;f;a;d;k;5.69;17.68;;;w;;;f;f;w;d;u
p;1.59;b;h;n;f;a;;n;4.57;1.67;;t;n;;;f;f;;d;s
p;8.32;x;h;e;f;x;d;w;6.32;17.94;b;;w;;;f;f;;d;a
p;6.48;s;d;e;t;d;c;n;6.88;8.83;;;n;;;f;f;;d;a
p;4.74;o;;w;f;f;f;f;5.36;34.16;;g;w;;;t;f;;p;u
p;4.91;x;s;o;f;a;c;y;6.12;6.92;;g;o;;;f;f;;g;u
e;7.3;x;;g;t;p;;g;10.14;22.68;;y;w;;;f;f;;d;u
p;6.55;x;i;n;f;a;c;n;6.44;7.01;;i;n;;k;t;z;k;d;a
e;5.76;x;h;n;f;a;d;n;4.04;4.03;;t;w;;;t;l;;d;w
e;16.0;p;w;n;f;p;;w;17.39;67.66;;;n;;;f;f;;d;a
p;1.44;x;;n;f;;;k;5.5;2.5;;s;n;;;f;f;k;g;a
p;3.78;f;y;e;f;e;c;n;4.59;3.43;;k;w;;;t;e;;m;a
p;12.39;f;;n;f;e;;w;11.0;14.51;;;w;u;w;t;e;;d;a
e;8.03;x;l;w;f;d;;p;3.62;10.71;;;w;;;f;f;;d;u
p;6.68;f;d;e;t;d;c;y;5.11;7.95;;;e;;;f;f;;d;u
e;3.35;f;s;w;f;d;d;w;4.97;7.24;;;w;;;f;f;;g;a
e;9.38;x;i;n;t;e;;p;8.64;16.26;;y;w;;;t;p;;d;a
e;6.58;x;s;w;f;s;c;w;3.93;23.87;;;w;;;f;f;;d;u
e;4.21;f;;y;f;x;c;u;6.56;4.03;;;w;;;f;f;;d;u
p;5.98;x;;g;f;d;c;w;4.93;9.76;b;;n;;;f;f;;d;a
e;2.67;x;h;n;f;;c;k;5.58;6.15;;s;w;;w;f;f;k;d;a
e;15.15;x;e;n;t;e;;w;9.84;17.33;;;w;;;t;;;g;u
p;6.12;c;k;w;t;x;c;p;7.32;12.98;;;w;;;f;f;;d;a
e;5.44;f;s;w;f;e;c;k;4.77;13.05;;;w;;w;t;e;;g;u
p;3.12;x;i;e;f;;;e;5.05;6.61;;;e;;;f;f;n;d;a
e;4.58;b;g;n;f;x;d;w;5.2;3.38;;;y;;;f;f;;g;a
e;8.41;x;;n;f;a;;w;7.37;13.73;;;w;;;f;f;;d;a
p;8.41;p;g;n;f;e;;w;8.35;15.84;;y;w;u;w;t;p;;d;u
e;8.3;f;e;b;f;;c;b;4.52;16.9;;;w;;;t;f;;d;a
p;6.39;x;i;y;f;a;c;k;7.63;7.29;;i;n;;k;t;z;k;d;a
e;6.43;x;h;n;f;a;d;n;6.43;5.53;;t;w;;;t;l;;d;w
e;3.14;x;s;w;f;d;d;w;3.23;5.79;;;w;;;f;f;;g;w
p;13.72;f;t;k;t;d;c;b;4.95;24.27;;;g;;;f;f;;l;u
e;2.83;x;s;w;f;d;d;w;3.17;5.17;;;w;;;f;f;;m;w
e;4.91;f;s;w;f;e;c;n;5.04;13.16;;;w;;w;t;e;;g;u
e;3.44;s;;n;f;f;f;f;6.58;7.88;;;y;;;f;f;;d;a
p;4.47;b;y;n;f;e;c;w;5.49;3.74;;k;w;;;t;e;;d;u
p;10.2;x;i;n;f;a;;n;13.08;14.46;s;;n;;e;f;f;;h;a
p;14.74;x;h;n;t;p;;e;10.45;32.73;c;;y;;;f;f;;d;a
e;15.32;x;y;n;t;e;;w;10.17;17.37;;;w;;;t;;;d;a
e;3.66;x;s;p;f;a;c;o;4.41;6.94;;;o;;;f;f;;g;u
e;13.39;x;t;k;f;a;d;k;4.86;20.93;;;w;;;f;f;w;d;a
p;6.35;x;t;n;f;x;c;y;4.55;12.91;;;y;;;f;f;;d;a
p;2.1;f;t;n;f;;;y;7.02;2.9;;;y;;;f;f;;g;a
e;8.44;f;s;w;f;e;c;w;19.84;12.34;;s;w;;;t;e;;d;a
p;2.28;b;;g;f;a;;g;5.02;1.9;;s;g;;;f;f;;d;u
e;3.59;b;g;n;f;x;d;w;4.13;2.68;;;y;;;f;f;;g;u
p;8.96;p;;n;f;p;;p;8.73;28.5;c;;n;;;f;f;p;d;u
p;2.62;s;;u;f;a;;w;3.68;5.97;;;w;;;f;f;;d;a
p;0.6;x;g;y;f;;;y;3.12;0.58;;;y;;;f;f;;d;u
e;10.68;f;;u;f;s;c;u;6.93;19.31;;;u;;;f;f;;l;w
p;15.85;s;k;w;t;d;d;n;7.2;27.62;;;w;;;f;f;;d;w
p;7.9;x;h;n;f;x;;w;12.47;7.2;r;g;n;;;f;f;;d;a
e;1.52;c;g;n;f;a;;g;4.65;1.3;;;g;;;f;f;;d;u
e;14.97;p;y;n;f;;;w;16.85;15.81;s;;n;;;t;m;;d;u
p;6.71;f;t;y;f;x;c;y;5.47;13.99;;;y;;;f;f;;d;a
e;8.03;x;t;n;f;p;d;y;6.57;12.52;;s;n;;;f;f;;g;a
p;11.46;x;t;n;f;a;d;w;11.89;30.65;;;w;;;f;f;;d;u
e;20.02;p;t;n;f;p;;w;16.24;71.4;;;n;;;f;f;;d;a
p;17.4;s;d;n;f;d;c;y;5.65;37.6;;k;n;;;f;f;;d;u
p;3.25;b;t;p;f;a;;r;4.84;5.5;;t;y;;;f;f;;m;u
e;2.5;b;g;w;f;x;d;w;3.55;2.63;;;y;;;f;f;;g;a
p;6.97;x;w;p;f;s;c;p;4.08;9.51;;;p;;;f;f;;d;w
p;1.21;x;s;y;f;f;f;f;3.39;5.67;;;y;;;f;f;;d;u
e;7.26;s;s;o;f;d;d;b;6.94;12.37;;;w;;;f;f;;d;w
e;14.89;x;e;n;t;e;;w;10.05;15.81;;;w;;;t;;;d;u
p;7.28;x;t;y;f;x;c;y;7.28;18.57;;;y;;;f;f;;d;a
